Product ID,Brand Name,Category,Product Name,Source,Price (INR),Discount (%),Final Price (₹),Rating,Shade/Variant,Product Type,Availability,Ingredients,Skin Type,Best Seller,Most Reviewed,Most Used,Similar Products
1424,NARS,Blush,Orgasm Blush,Amazon,300,10,270,4.7,Peach Pink,Powder,Limited,Aloe Vera,Dry,Yes,Yes,Yes,MAC Powder Blush
1425,NARS,Blush,Orgasm Blush,Amazon,418,9,380,4.7,Peach Pink,Powder,Limited,Aloe Vera,Sensitive,Yes,Yes,Yes,MAC Powder Blush
1426,Nykaa,Nail Polish,Matte Nail Enamel,Amazon,514,39,313,4.3,Rosy Blush,Matte,In Stock,Vitamin C,Oily,No,Yes,Yes,Faces Canada Splash Nail Enamel
1427,Clinique,Moisturizer,Moisture Surge 100H,Nykaa,743,39,453,4.7,Fragrance-Free,Gel,In Stock,Retinol,Combination,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1428,Revlon,Nail Polish,ColorStay Gel Envy,Amazon,592,9,538,4.3,Hot Pink,Gel,In Stock,Hyaluronic Acid,Combination,No,Yes,Yes,Sally Hansen Miracle Gel
1429,MAC,Lipstick,Retro Matte Lipstick,Flipkart,620,24,471,4.8,Ruby Woo,Matte,In Stock,Shea Butter,Dry,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1430,Clinique,Moisturizer,Moisture Surge 100H,Myntra,968,42,561,4.7,Fragrance-Free,Gel,In Stock,Shea Butter,Oily,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1431,Nykaa,Nail Polish,Matte Nail Enamel,Sephora,902,28,649,4.3,Rosy Blush,Matte,In Stock,Aloe Vera,Dry,No,Yes,Yes,Faces Canada Splash Nail Enamel
1432,Kay Beauty,Lip Crayon,Matte Lip Crayon,Sephora,451,44,252,4.4,Carnation Nude,Matte,In Stock,Shea Butter,Normal,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1433,Swiss Beauty,Foundation,HD Matte Foundation,Amazon,294,23,226,4.3,Beige,Liquid,In Stock,Retinol,Combination,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1434,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Amazon,632,50,316,4.5,Fragrance-Free,Cream,In Stock,Shea Butter,Oily,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1435,Revlon,Nail Polish,ColorStay Gel Envy,Sephora,852,12,749,4.3,Hot Pink,Gel,In Stock,Aloe Vera,Combination,No,Yes,Yes,Sally Hansen Miracle Gel
1436,MyGlamm,Concealer,Total Makeover Concealer,Nykaa,299,21,236,4.2,Almond,Liquid,In Stock,Aloe Vera,Dry,No,Yes,Yes,Maybelline Fit Me Concealer
1437,Clinique,Moisturizer,Moisture Surge 100H,Myntra,423,29,300,4.7,Fragrance-Free,Gel,In Stock,Hyaluronic Acid,Sensitive,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1438,Clinique,Moisturizer,Moisture Surge 100H,Myntra,512,31,353,4.7,Fragrance-Free,Gel,In Stock,Niacinamide,Dry,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1439,Swiss Beauty,Foundation,HD Matte Foundation,Sephora,269,24,204,4.3,Beige,Liquid,In Stock,Retinol,Normal,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1440,Clinique,Moisturizer,Moisture Surge 100H,Sephora,745,16,625,4.7,Fragrance-Free,Gel,In Stock,Shea Butter,Sensitive,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1441,Lakmé,Lipstick,Absolute Matte Lipstick,Amazon,300,37,189,4.5,Ruby Red,Matte,In Stock,Retinol,Sensitive,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1442,Charlotte Tilbury,Foundation,Airbrush Flawless,Nykaa,835,40,501,4.9,Neutral 5,Liquid,Limited,Glycerin,Combination,Yes,Yes,Yes,Estée Lauder Double Wear
1443,NARS,Blush,Orgasm Blush,Amazon,720,35,468,4.7,Peach Pink,Powder,Limited,Shea Butter,Combination,Yes,Yes,Yes,MAC Powder Blush
1444,Swiss Beauty,Foundation,HD Matte Foundation,Sephora,405,29,287,4.3,Beige,Liquid,In Stock,Aloe Vera,Sensitive,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1445,Faces Canada,Lipstick,Comfy Matte Lipstick,Sephora,724,35,470,4.4,Cherry Red,Matte,In Stock,Shea Butter,Dry,Yes,No,Yes,Nykaa So Matte Lipstick
1446,Swiss Beauty,Foundation,HD Matte Foundation,Myntra,710,31,489,4.3,Beige,Liquid,In Stock,Niacinamide,Sensitive,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1447,MyGlamm,Concealer,Total Makeover Concealer,Flipkart,736,6,691,4.2,Almond,Liquid,In Stock,Niacinamide,Oily,No,Yes,Yes,Maybelline Fit Me Concealer
1448,Nykaa,Nail Polish,Matte Nail Enamel,Amazon,291,23,224,4.3,Rosy Blush,Matte,In Stock,Shea Butter,Oily,No,Yes,Yes,Faces Canada Splash Nail Enamel
1449,NARS,Blush,Orgasm Blush,Amazon,731,38,453,4.7,Peach Pink,Powder,Limited,Aloe Vera,Combination,Yes,Yes,Yes,MAC Powder Blush
1450,Huda Beauty,Lipstick,Power Bullet Matte,Myntra,766,22,597,4.8,Icon,Matte,In Stock,Shea Butter,Sensitive,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1451,Mars,Eyeshadow,Mars 12-Color Palette,Myntra,411,19,332,4.2,Smokey Tones,Powder,In Stock,Aloe Vera,Normal,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1452,Lakmé,Lipstick,Absolute Matte Lipstick,Nykaa,650,48,338,4.5,Ruby Red,Matte,In Stock,Shea Butter,Combination,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1453,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Myntra,439,29,311,4.5,Fragrance-Free,Cream,In Stock,Shea Butter,Combination,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1454,Nykaa,Nail Polish,Matte Nail Enamel,Amazon,850,42,493,4.3,Rosy Blush,Matte,In Stock,Shea Butter,Oily,No,Yes,Yes,Faces Canada Splash Nail Enamel
1455,Revlon,Nail Polish,ColorStay Gel Envy,Myntra,615,37,387,4.3,Hot Pink,Gel,In Stock,Shea Butter,Sensitive,No,Yes,Yes,Sally Hansen Miracle Gel
1456,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Flipkart,590,43,336,4.6,Transparent,Essence,In Stock,Hyaluronic Acid,Dry,Yes,Yes,Yes,Olay Regenerist Serum
1457,Revlon,Nail Polish,ColorStay Gel Envy,Flipkart,233,39,142,4.3,Hot Pink,Gel,In Stock,Niacinamide,Normal,No,Yes,Yes,Sally Hansen Miracle Gel
1458,Lakmé,Lipstick,Absolute Matte Lipstick,Sephora,444,8,408,4.5,Ruby Red,Matte,In Stock,Vitamin C,Oily,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1459,Swiss Beauty,Foundation,HD Matte Foundation,Sephora,350,18,287,4.3,Beige,Liquid,In Stock,Vitamin C,Oily,Yes,Yes,Yes,Faces Canada Weightless Matte Foundation
1460,Revlon,Nail Polish,ColorStay Gel Envy,Myntra,666,44,372,4.3,Hot Pink,Gel,In Stock,Hyaluronic Acid,Normal,No,Yes,Yes,Sally Hansen Miracle Gel
1461,Nykaa,Nail Polish,Matte Nail Enamel,Amazon,250,34,164,4.3,Rosy Blush,Matte,In Stock,Aloe Vera,Oily,No,Yes,Yes,Faces Canada Splash Nail Enamel
1462,Maybelline,Mascara,Colossal Waterproof Mascara,Myntra,721,10,648,4.6,Black,Waterproof,In Stock,Retinol,Combination,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1463,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Nykaa,703,6,660,4.6,Transparent,Essence,In Stock,Shea Butter,Combination,Yes,Yes,Yes,Olay Regenerist Serum
1464,Lakmé,Lipstick,Absolute Matte Lipstick,Nykaa,930,43,530,4.5,Ruby Red,Matte,In Stock,Vitamin C,Combination,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1465,Clinique,Moisturizer,Moisture Surge 100H,Amazon,743,44,416,4.7,Fragrance-Free,Gel,In Stock,Shea Butter,Sensitive,Yes,Yes,Yes,Neutrogena Hydro Boost Gel
1466,Charlotte Tilbury,Foundation,Airbrush Flawless,Nykaa,392,18,321,4.9,Neutral 5,Liquid,Limited,Shea Butter,Normal,Yes,Yes,Yes,Estée Lauder Double Wear
1467,Maybelline,Mascara,Colossal Waterproof Mascara,Sephora,910,29,646,4.6,Black,Waterproof,In Stock,Niacinamide,Oily,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1468,MAC,Lipstick,Retro Matte Lipstick,Myntra,514,33,344,4.8,Ruby Woo,Matte,In Stock,Niacinamide,Normal,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1469,Nykaa,Nail Polish,Matte Nail Enamel,Sephora,813,27,593,4.3,Rosy Blush,Matte,In Stock,Glycerin,Oily,No,Yes,Yes,Faces Canada Splash Nail Enamel
1470,Maybelline,Mascara,Colossal Waterproof Mascara,Amazon,205,16,172,4.6,Black,Waterproof,In Stock,Hyaluronic Acid,Oily,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1471,Revlon,Nail Polish,ColorStay Gel Envy,Amazon,972,14,835,4.3,Hot Pink,Gel,In Stock,Shea Butter,Sensitive,No,Yes,Yes,Sally Hansen Miracle Gel
1472,Mars,Eyeshadow,Mars 12-Color Palette,Nykaa,661,9,601,4.2,Smokey Tones,Powder,In Stock,Retinol,Dry,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1473,Revlon,Nail Polish,ColorStay Gel Envy,Myntra,458,12,403,4.3,Hot Pink,Gel,In Stock,Niacinamide,Dry,No,Yes,Yes,Sally Hansen Miracle Gel
1474,MyGlamm,Concealer,Total Makeover Concealer,Flipkart,324,49,165,4.2,Almond,Liquid,In Stock,Glycerin,Oily,No,Yes,Yes,Maybelline Fit Me Concealer
1475,Kay Beauty,Lip Crayon,Matte Lip Crayon,Amazon,427,23,328,4.4,Carnation Nude,Matte,In Stock,Niacinamide,Dry,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1476,Huda Beauty,Lipstick,Power Bullet Matte,Nykaa,274,15,232,4.8,Icon,Matte,In Stock,Niacinamide,Sensitive,Yes,Yes,Yes,Fenty Beauty Stunna Lip Paint
1477,NARS,Blush,Orgasm Blush,Flipkart,802,27,585,4.7,Peach Pink,Powder,Limited,Shea Butter,Normal,Yes,Yes,Yes,MAC Powder Blush
1478,Charlotte Tilbury,Foundation,Airbrush Flawless,Nykaa,765,46,413,4.9,Neutral 5,Liquid,Limited,Shea Butter,Dry,Yes,Yes,Yes,Estée Lauder Double Wear
1479,Charlotte Tilbury,Foundation,Airbrush Flawless,Nykaa,244,7,226,4.9,Neutral 5,Liquid,Limited,Niacinamide,Sensitive,Yes,Yes,Yes,Estée Lauder Double Wear
1480,Maybelline,Mascara,Colossal Waterproof Mascara,Myntra,376,28,270,4.6,Black,Waterproof,In Stock,Niacinamide,Normal,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1481,Revlon,Nail Polish,ColorStay Gel Envy,Myntra,379,32,257,4.3,Hot Pink,Gel,In Stock,Retinol,Dry,No,Yes,Yes,Sally Hansen Miracle Gel
1482,NARS,Blush,Orgasm Blush,Nykaa,433,23,333,4.7,Peach Pink,Powder,Limited,Retinol,Oily,Yes,Yes,Yes,MAC Powder Blush
1483,Charlotte Tilbury,Foundation,Airbrush Flawless,Sephora,778,45,427,4.9,Neutral 5,Liquid,Limited,Shea Butter,Normal,Yes,Yes,Yes,Estée Lauder Double Wear
1484,Mars,Eyeshadow,Mars 12-Color Palette,Myntra,870,19,704,4.2,Smokey Tones,Powder,In Stock,Aloe Vera,Oily,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1485,Lakmé,Lipstick,Absolute Matte Lipstick,Sephora,953,28,686,4.5,Ruby Red,Matte,In Stock,Hyaluronic Acid,Normal,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1486,Kay Beauty,Lip Crayon,Matte Lip Crayon,Flipkart,696,37,438,4.4,Carnation Nude,Matte,In Stock,Glycerin,Oily,Yes,Yes,Yes,MyGlamm Perfect Lip Crayon
1487,NARS,Blush,Orgasm Blush,Myntra,337,21,266,4.7,Peach Pink,Powder,Limited,Hyaluronic Acid,Oily,Yes,Yes,Yes,MAC Powder Blush
1488,L'Oréal Paris,Serum,Revitalift Crystal Micro-Essence,Flipkart,672,6,631,4.6,Transparent,Essence,In Stock,Hyaluronic Acid,Combination,Yes,Yes,Yes,Olay Regenerist Serum
1489,Mars,Eyeshadow,Mars 12-Color Palette,Myntra,665,19,538,4.2,Smokey Tones,Powder,In Stock,Shea Butter,Normal,No,Yes,Yes,Swiss Beauty Ultimate Eyeshadow
1490,MyGlamm,Concealer,Total Makeover Concealer,Sephora,768,35,499,4.2,Almond,Liquid,In Stock,Aloe Vera,Oily,No,Yes,Yes,Maybelline Fit Me Concealer
1491,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Myntra,786,49,400,4.5,Fragrance-Free,Cream,In Stock,Vitamin C,Dry,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1492,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Nykaa,412,33,276,4.5,Fragrance-Free,Cream,In Stock,Aloe Vera,Oily,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1493,Revlon,Nail Polish,ColorStay Gel Envy,Amazon,702,43,400,4.3,Hot Pink,Gel,In Stock,Retinol,Combination,No,Yes,Yes,Sally Hansen Miracle Gel
1494,Maybelline,Mascara,Colossal Waterproof Mascara,Nykaa,466,48,242,4.6,Black,Waterproof,In Stock,Vitamin C,Combination,Yes,Yes,Yes,L'Oréal Paris Voluminous Mascara
1495,Lakmé,Lipstick,Absolute Matte Lipstick,Amazon,257,26,190,4.5,Ruby Red,Matte,In Stock,Glycerin,Dry,Yes,Yes,Yes,Maybelline Super Stay Matte Ink
1496,Faces Canada,Lipstick,Comfy Matte Lipstick,Myntra,993,11,883,4.4,Cherry Red,Matte,In Stock,Glycerin,Combination,Yes,No,Yes,Nykaa So Matte Lipstick
1497,Charlotte Tilbury,Foundation,Airbrush Flawless,Myntra,897,14,771,4.9,Neutral 5,Liquid,Limited,Niacinamide,Normal,Yes,Yes,Yes,Estée Lauder Double Wear
1498,Olay,Moisturizer,Regenerist Micro-Sculpting Cream,Nykaa,416,26,307,4.5,Fragrance-Free,Cream,In Stock,Hyaluronic Acid,Combination,Yes,Yes,Yes,L'Oréal Paris Revitalift Cream
1499,MAC,Lipstick,Retro Matte Lipstick,Amazon,351,6,329,4.8,Ruby Woo,Matte,In Stock,Vitamin C,Oily,Yes,Yes,Yes,NARS Power Matte Lip Pigment
1500,Nykaa,Nail Polish,Matte Nail Enamel,Myntra,934,46,504,4.3,Rosy Blush,Matte,In Stock,Aloe Vera,Sensitive,No,Yes,Yes,Faces Canada Splash Nail Enamel
